75,1.000000
75,1.000000
74,1.000000
74,1.000000
73,1.000000
72,1.000000
71,1.000000
71,1.000000
70,1.000000
70,1.000000
70,1.000000
69,1.000000
69,1.000000
69,1.000000
69,1.000000
69,1.000000
69,1.000000
69,1.000000
68,1.000000
70,1.000000
70,1.000000
70,1.000000
71,1.000000
72,1.000000
73,1.000000
74,1.000000
74,1.000000
74,1.000000
73,1.000000
73,1.000000
73,1.000000
73,1.000000
72,1.000000
72,1.000000
72,1.000000
71,1.000000
71,1.000000
72,1.000000
73,1.000000
73,1.000000
74,1.000000
72,1.000000
71,1.000000
71,1.000000
70,1.000000
71,1.000000
71,1.000000
70,1.000000
70,1.000000
69,1.000000
68,1.000000
68,1.000000
70,1.000000
70,1.000000
69,1.000000
68,1.000000
67,1.000000
66,1.000000
66,1.000000
66,1.000000
65,1.000000
64,1.000000
64,1.000000
65,1.000000
64,1.000000
64,1.000000
62,1.000000
62,1.000000
63,1.000000
64,1.000000
63,1.000000
63,1.000000
63,1.000000
64,1.000000
64,1.000000
63,1.000000
63,1.000000
64,1.000000
65,1.000000
63,1.000000
63,1.000000
62,1.000000
62,1.000000
62,1.000000
62,1.000000
61,1.000000
60,1.000000
60,1.000000
61,1.000000
60,1.000000
60,1.000000
60,1.000000
59,1.000000
60,1.000000
60,1.000000
61,1.000000
61,1.000000
61,1.000000
62,1.000000
62,1.000000
62,1.000000
64,1.000000
64,1.000000
64,1.000000
64,1.000000
64,1.000000
65,1.000000
67,1.000000
67,1.000000
68,1.000000
69,1.000000
68,1.000000
68,1.000000
68,1.000000
67,1.000000
67,1.000000
68,1.000000
68,1.000000
69,1.000000
69,1.000000
70,1.000000
72,1.000000
74,1.000000
73,1.000000
73,1.000000
78,1.000000
79,1.000000
78,1.000000
78,1.000000
79,1.000000
80,1.000000
81,1.000000
80,1.000000
82,1.000000
82,1.000000
81,1.000000
81,1.000000
82,1.000000
84,1.000000
84,1.000000
86,1.000000
86,1.000000
87,1.000000
86,1.000000
85,1.000000
86,1.000000
86,1.000000
86,1.000000
85,1.000000
88,1.000000
88,1.000000
88,1.000000
88,1.000000
88,1.000000
89,1.000000
89,1.000000
89,1.000000
89,1.000000
90,1.000000
89,1.000000
90,1.000000
89,1.000000
88,1.000000
89,1.000000
89,1.000000
90,1.000000
90,1.000000
89,1.000000
91,1.000000
93,1.000000
91,1.000000
93,1.000000
94,1.000000
95,1.000000
96,1.000000
97,1.000000
97,1.000000
96,1.000000
97,1.000000
97,1.000000
97,1.000000
98,1.000000
98,1.000000
99,1.000000
99,1.000000
99,1.000000
99,1.000000
99,1.000000
101,1.000000
101,1.000000
100,1.000000
100,1.000000
100,1.000000
101,1.000000
100,1.000000
100,1.000000
100,1.000000
100,1.000000
99,1.000000
98,1.000000
99,1.000000
100,1.000000
101,1.000000
101,1.000000
100,1.000000
100,1.000000
101,1.000000
101,1.000000
101,1.000000
100,1.000000
99,1.000000
97,1.000000
96,1.000000
96,1.000000
96,1.000000
94,1.000000
93,1.000000
92,1.000000
91,1.000000
92,1.000000
90,1.000000
90,1.000000
89,1.000000
89,1.000000
90,1.000000
89,1.000000
88,1.000000
88,1.000000
86,1.000000
83,1.000000
82,1.000000
84,1.000000
85,1.000000
